0	0.890000
1	1.320000
2	0.870000
3	1.320000
4	1.090000
5	1.060000
6	1.040000
7	1.060000
8	1.060000
9	1.030000
10	1.130000
11	1.030000
12	1.040000
13	1.000000
14	0.810000
15	1.090000
16	0.900000
17	1.330000
18	1.340000
19	0.950000
20	0.910000
21	1.310000
22	1.380000
23	0.830000
24	1.160000
25	0.940000
26	1.000000
27	1.040000
28	1.240000
29	0.850000
30	1.020000
31	0.880000
32	0.790000
33	1.070000
34	1.090000
35	1.030000
36	1.020000
37	1.090000
38	1.400000
39	1.000000
40	0.890000
41	1.190000
42	1.180000
43	0.880000
44	1.220000
45	1.310000
46	1.120000
47	1.020000
48	1.290000
49	1.340000
50	1.000000
51	1.350000
52	0.800000
53	0.950000
54	1.050000
55	1.140000
56	0.980000
57	1.080000
58	1.000000
59	0.870000
60	1.090000
61	1.070000
62	1.050000
63	1.140000
64	1.030000
65	1.190000
66	0.960000
67	1.050000
68	1.340000
69	1.170000
70	1.000000
71	0.850000
72	1.520000
73	1.250000
74	1.380000
75	1.000000
76	1.090000
77	0.880000
78	1.370000
79	0.910000
80	1.690000
81	1.550000
82	1.510000
83	1.510000
84	1.490000
85	1.440000
86	1.410000
87	1.080000
88	1.050000
89	1.110000
90	1.370000
91	1.320000
92	1.300000
93	1.230000
94	1.150000
95	1.050000
96	0.970000
97	0.980000
98	0.950000
99	0.980000
100	0.950000
101	0.960000
102	0.930000
103	0.880000
104	0.890000
105	1.340000
106	1.390000
107	1.390000
108	1.400000
109	0.780000
110	1.190000
111	0.810000
112	1.400000
113	0.780000
114	1.340000
115	0.750000
116	1.360000
117	0.720000
118	1.310000
119	0.680000
120	1.270000
121	0.590000
122	1.210000
123	0.560000
124	1.210000
125	0.720000
126	1.210000
127	0.850000
128	1.280000
129	0.760000
130	1.280000
131	0.800000
132	1.330000
133	0.880000
134	1.410000
135	0.800000
136	1.430000
137	0.760000
138	1.410000
139	0.720000
140	1.460000
141	0.750000
142	0.850000
143	0.820000
144	0.880000
145	0.780000
146	0.770000
147	0.680000
148	1.370000
149	0.660000
150	1.350000
151	0.560000
152	1.610000
153	0.550000
154	1.490000
155	0.540000
156	1.430000
157	0.630000
158	1.430000
159	0.540000
160	1.420000
161	0.500000
162	1.460000
163	0.590000
164	1.380000
165	0.650000
166	0.730000
167	0.800000
168	0.770000
169	0.820000
170	0.840000
171	0.900000
172	0.820000
173	0.810000
174	0.780000
175	1.290000
176	0.810000
177	1.320000
178	0.690000
179	1.380000
180	1.360000
181	1.260000
182	1.280000
183	1.230000
184	1.180000
185	1.190000
186	1.180000
187	1.220000
188	1.250000
189	1.320000
190	1.060000
191	1.300000
192	1.070000
193	0.920000
194	1.180000
195	0.880000
196	0.920000
197	1.100000
198	1.050000
199	1.240000
200	1.250000
201	1.310000
202	1.010000
203	0.760000
204	1.090000
205	1.110000
206	1.030000
207	1.110000
208	1.060000
209	1.070000
